'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 5, 5, 5, 5, 1, b, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, c, c, c, c, c, c, 5, 4, 4, 4, 5, c, 1, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, c, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 5, 5, 1, b, c, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, c, c, 5, 6, 6, 6, 6, 6, 6, 5, 1, 5, 4, 4, 4, 5, 1, b, b, c, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 6, 6, 6, 6, 6, 6, 5, 1, 5, 5, 5, 5, 5, 1, b, b, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, c, 1, 1, 1, 1, b, b, b, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, b, b, b, b, b, b, b, b, b, b, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, b, b, 1, 5, 5, 5, 1, 1, 1, b, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, b, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, b, 1, 5, 4, 4, 4, 5, 6, 5, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, c, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, 1, 5, 5, 5, 5, 6, 6, 5, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 6, 5, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, 1, 1, 1, 5, 6, 5, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 6, 6, 6, 6, 8, 8, 8, 8, 8, 8, 8, 8, 6, 5, 1, 1, 1, 5, 8, 5, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 6, 6, 6, 8, 9, 9, a, a, a, a, a, a, 9, 6, 5, 5, 5, 8, a, 9, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 6, 6, 6, 9, 3, 3, 2, 2, 2, 2, 2, 2, a, 8, 6, 6, 6, 8, 2, 9, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 6, 8, 9, 9, 2, 2, 2, 2, 9, 9, 9, 9, 9, 9, 9, 5, 5, 9, 2, 9, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4, 4, 4, 6, 9, 3, 3, 2, 2, 2, 2, 9, 1, b, b, c, 9, 9, c, 1, 9, 2, 9, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 1, c, c, c, 5, 5, 5, 6, 6, 9, 3, 3, 2, 2, 2, 2, 9, b, b, b, c, 3, 3, c, b, 9, 2, 9, c, b, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, c, 5, 5, 5, 5, 5, 5, 5, 6, 6, 9, 3, 3, 2, 2, 2, 2, 9, b, b, b, 1, 3, 3, c, b, 9, 2, 9, c, b, 0, 0, 0, 0, 0, 0, 1, 1, 5, 5, 5, 5, 5, 5, c, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, c, c, 1, 5, 4, 4, 4, 5, 1, 1, 5, 6, 9, 3, 3, 2, 2, 2, 2, 9, b, b, b, c, 3, 3, c, b, 9, 2, 9, c, b, 0, 0, 0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 5, 1, c, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, c, 1, 1, 5, 4, 4, 4, 4, 5, 1, 1, 5, 6, 9, 3, 3, 2, 2, 2, 2, 9, c, c, c, 9, 3, 3, 9, c, 9, 2, 9, 1, b, c, 9, 9, 9, c, c, 1, 5, 6, 6, 4, 4, 4, 6, 5, 1, c, c, c, 9, 9, c, 0},
'{0, 0, 0, b, 1, 5, 4, 4, 4, 4, 4, 5, 1, 1, 5, 6, 9, 3, 3, 3, 2, 2, 2, 2, 9, 9, 9, 3, 3, 3, 3, 9, 3, 3, 9, 1, 1, 5, 5, 5, 5, 5, 1, 1, 5, 6, 4, 4, 4, 4, 4, 4, 5, 1, b, 1, 5, 5, 1, 0},
'{0, 0, b, b, 5, 4, 4, 4, 4, 4, 4, 5, 1, 1, 5, 6, 9, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 3, 9, 1, 1, 5, 4, 4, 4, 5, 1, 1, 5, 6, 4, 4, 4, 4, 4, 4, 4, 5, b, 1, 4, 5, 1, 0},
'{0, 0, 1, 5, 5, 4, 4, 4, 4, 4, 4, 4, 5, 5, 5, 5, 5, 9, 9, 3, 3, 9, 9, 9, 9, 9, 9, 9, c, 9, 3, 2, 3, 9, c, c, 5, 4, 4, 4, 4, 5, 1, 1, 5, 6, 4, 4, 4, 4, 4, 4, 4, 5, b, 1, 6, 5, 1, 0},
'{0, 0, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 1, 1, 5, 6, 9, 3, 3, c, b, b, b, b, b, b, b, b, 9, 3, 9, b, c, 5, 4, 4, 4, 4, 4, 5, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, b, 1, 6, 6, 1, 0},
'{0, 0, 5, 4, 4, 4, 4, 4, 4, 4, 5, 4, 4, 4, 5, 1, 5, 5, 9, 3, 3, c, c, c, c, c, c, c, c, c, c, 9, c, 1, 5, 4, 4, 4, 4, 4, 4, 5, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 5, 1, b, 1, 5, 5, 1, 0},
'{0, 0, 5, 4, 4, 4, 4, 4, 4, 5, 1, 5, 4, 4, 4, 5, 5, 1, c, 3, 3, 3, 9, 9, 9, 9, 9, 9, 9, 9, c, c, c, 5, 4, 4, 4, 4, 4, 4, 4, 5, 1, 1, 5, 6, 6, 6, 6, 6, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 5, 4, 4, 4, 4, 4, 4, 5, 1, 5, 5, 4, 4, 4, 5, 1, c, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 9, c, b, c, 5, 4, 4, 4, 4, 4, 4, 4, 5, 1, 1, 5, 6, 6, 6, 6, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 1, 5, 5, 4, 4, 4, 4, 5, 5, 5, 5, 5, 4, 4, 5, 5, c, c, 9, 9, 9, 9, 9, 9, 9, 9, 9, c, b, b, 1, 5, 5, 5, 5, 5, 5, 5, 5, c, 1, 1, 1, 5, 5, 5, 5, 5, 5, c, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, c, c, 5, 6, 6, 6, 6, 6, 6, 5, 1, 5, 5, 4, 4, 4, 5, 1, b, b, b, b, b, b, b, b, b, b, b, b, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, c, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 1, 6, 6, 6, 6, 6, 6, 5, 1, 1, 5, 4, 4, 4, 5, 1, 1, 1, 1, 1, 1, 1, 1, b, b, b, b, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 1, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, b, b, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 1, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, b, b, b, 5, 4, 4, 4, 4, 4, 4, 4, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 6, 6, 5, 5, 1, 1, 1, 5, 5, 5, 4, 4, 4, 4, 4, 5, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, b, 1, 1, 6, 6, 6, 6, 6, 1, 1, 5, 6, 6, 6, 5, 1, 5, 4, 4, 4, 4, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, b, 1, 5, 6, 6, 6, 5, 1, 1, 6, 6, 6, 6, 5, 1, 1, 5, 4, 4, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 1, 1, 5, 6, 6, 6, 5, 5, 6, 6, 6, 6, 5, b, 1, 5, 4, 5, 5, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, c, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, 1, 5, 6, 5, 1, b, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
