'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 1, 5, 5, 5, 5, 5, 5, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 6, 5, 1, c, c, c, c, c, c, c, c, c, c, c, c, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 1, 5, 6, 6, 6, 6, 5, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 1, 6, 6, 6, 6, 6, 1, b, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 1, 5, 6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 5, 5, 5, 5, 1, c, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 6, 6, 6, 6, 5, 1, 1, 5, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 5, 1, 1, c, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 6, 6, 5, 5, 5, 5, 5, 6, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 6, 5, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 6, 6, 1, b, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 5, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 6, 5, 1, b, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 6, 5, 1, b, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 4, 5, 1, b, 5, 6, 6, 6, 6, 6, 4, 4, 6, 6, 6, 6, 6, 6, 9, 9, 8, 8, 8, 8, 8, 8, 8, 8, 6, 6, 5, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 4, 5, 1, b, 5, 6, 6, 6, 6, 4, 4, 4, 4, 6, 6, 6, 6, 9, 3, 3, 2, 2, 2, 2, 2, 2, 2, a, 8, 6, 5, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 4, 5, 1, b, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 8, 9, 9, 3, 2, 2, 2, 2, 9, 9, 9, 9, 9, 9, 9, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 4, 5, 1, b, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 8, a, 3, 2, 2, 2, 2, 2, 9, c, b, b, b, c, 9, 3, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 4, 5, 1, b, 5, 6, 4, 4, 4, 4, 4, 4, 4, 4, 8, 3, 3, 2, 2, 2, 2, 2, 9, 1, b, b, b, c, 3, 3, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 4, 5, 1, b, 5, 6, 4, 4, 4, 4, 4, 4, 4, 4, 8, a, 3, 2, 2, 2, 2, 2, 9, 1, b, b, b, c, 3, 3, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 4, 5, 1, b, 5, 6, 6, 4, 4, 4, 4, 4, 4, 4, 8, 3, 3, 3, 2, 2, 2, 2, 9, c, c, c, c, 9, 3, 3, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 4, 5, 1, b, 5, 6, 6, 6, 6, 4, 4, 4, 4, 4, 8, 9, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, c, b, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 5, 1, c, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 5, 5, 5, 5, 1, 5, 5, 6, 6, 6, 4, 4, 4, 4, 6, 6, 9, 3, 3, 3, 3, 3, 9, 9, 9, 9, 9, 9, 3, 3, 9, c, 1, c, c, c, c, c, c, 1, b, 1, 6, 6, 6, 4, 4, 4, 6, 5, 1, c, 1, b, 1, c, c, c, 0},
'{0, 1, 1, 5, 5, 5, 5, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 9, 3, 3, 9, c, c, c, c, c, c, c, 1, c, c, 5, 5, 5, 5, 5, 5, 5, 1, b, 1, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 1, b, 1, 5, 5, 1, 0},
'{0, 0, b, 1, 5, 4, 5, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 9, 9, 9, c, b, b, b, b, b, 1, 1, 1, 1, 5, 4, 4, 4, 4, 4, 4, 4, c, b, 1, 6, 6, 4, 4, 4, 4, 4, 4, 4, 5, 1, b, 5, 4, 4, 5, 0},
'{0, 0, 0, 1, 5, 4, 4, 4, 5, 5, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 8, 9, 9, 3, 3, 3, 9, 9, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 1, b, 1, 6, 6, 6, 4, 4, 4, 4, 4, 4, 5, 1, b, 5, 6, 6, 1, 0},
'{0, 0, 0, 1, 5, 4, 4, 4, 4, 5, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 8, 9, 3, 3, 3, a, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, b, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, b, 1, 5, 5, 1, 0},
'{0, 0, 0, 1, 1, c, 5, 4, 4, 4, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 8, a, a, a, 8, 8, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, c, b, 1, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, b, b, b, 1, 1, 1, 0},
'{0, 0, 0, 0, b, b, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 1, b, 1, 5, 6, 6, 6, 6, 6, 6, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, c, 1, 1, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, c, 9, 9, 9, 9, 9, c, c, c, c, c, c, c, c, c, c, c, c, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, b, 1, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
'{0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
