'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 4, 4, 4, 5, 1, 0, 5, 6, 6, 6, 6, 6, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 4, 4, 4, 4, 5, 1, 5, 5, 6, 6, 6, 6, 6, 6, 5, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 1, 1, 5, 6, 6, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 5, 5, 1, 1, 5, 4, 4, 4, 5, 5, 1, 5, 6, 6, 6, 6, 6, 6, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 1, 5, 6, 6, 6, 6, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 5, 1, 1, 5, 5, 5, 5, 5, 1, 1, 1, 5, 6, 6, 6, 6, 6, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 6, 6, 6, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 6, 6, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 1, 6, 6, 6, 6, 6, 6, 6, 5, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 5, 4, 4, 4, 5, 5, 6, 5, 1, 1, 6, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 1, 5, 6, 6, 6, 6, 6, 6, 5, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, 5, 5, 4, 4, 4, 4, 6, 6, 5, 1, 1, 5, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 1, 1, 1, 5, 6, 6, 6, 6, 5, 1, 1, 5, 5, 1, 0, 0, 0, 0, 1, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 5, 1, 1, 1, 1, 5, 6, 6, 5, 1, 1, 5, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 1, 5, 6, 6, 6, 6, 5, 1, 1, 6, 6, 5, 1, 1, 1, 1, 1, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 6, 5, 1, 1, 1, 1, 1, 6, 6, 5, 1, 1, 5, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 1, 1, 1, 4, 4, 4, 6, 6, 6, 6, 8, 9, 9, a, a, 2, 2, 2, 2, 2, 9, 6, 5, 6, 6, 6, 9, a, 9, 1, 1, 5, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 4, 4, 4, 6, 6, 6, 8, 9, 3, 3, 2, 2, 2, 2, 2, 2, 2, 9, 8, 6, 6, 6, 8, a, 2, 9, 1, 1, 5, 6, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 0, 1, 1, 1, 5, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 4, 4, 4, 6, 6, 9, 9, 3, 2, 2, 2, 2, 9, 9, 1, 1, 1, 9, 9, 9, 9, 1, 5, 9, 2, 9, 1, 1, 5, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 6, 6, 6, 6, 6, 6, 6, 5, 1, 5, 5, 4, 4, 6, 8, 9, 3, 2, 2, 2, 2, 2, 9, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 9, 2, 9, 1, 1, 5, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 6, 8, 9, 3, 2, 2, 2, 2, 2, 9, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 9, 2, 9, 1, 1, 5, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 6, 6, 6, 4, 4, 4, 5, 1, 1, 5, 6, 8, 9, 3, 2, 2, 2, 2, 2, 9, 1, 1, 1, 1, 1, 3, 3, 9, 1, 1, 9, 2, 9, 1, 1, 5, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 5, 4, 4, 4, 4, 5, 1, 1, 5, 6, 8, 9, 3, 3, 3, 2, 2, 2, 2, 9, 9, 9, 9, 3, 3, 3, 3, 9, 9, 3, 3, 9, 1, 1, 5, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 5, 4, 4, 4, 5, 1, 1, 5, 6, 6, 9, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 2, 2, 3, 3, 9, 1, 1, 5, 4, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0};
'{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 5, 4, 4, 4, 5, 5, 5, 1, 5, 5, 9, 9, 3, 3, 3, 3, 9, 9, 9, 9, 9, 1, 1, 1, 9, 3, 3, 9, 1, 1, 5, 5, 5, 5, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0};
